gene	subtype	type
1427_IS91_LGMY01000063.1	IS91	insertion_element_IS91
2304_tnpA_AB066362.1	tnpA	transposase
741_IS91_AQDP01000055.1	IS91	insertion_element_IS91
2379_IS91_AFWT01000007.1	IS91	insertion_element_IS91
1389_tnpA_CQDL01000014.1	tnpA	transposase
1721_tnpA_AE014299.2	tnpA	transposase
2345_tnpA1_AKND01000034.1	tnpA1	transposase
2703_tnpA_CCBE010000021.1	tnpA	transposase
2799_tnpA_HE577055.1	tnpA	transposase
665_tnpA_AKND01000034.1	tnpA	transposase
152_IncB/O/K/Z_2_GU256641	IncB/O/K/Z	plasmid
1647_tnpA_CP000857.1	tnpA	transposase
2397_IS91_AE014073.1	IS91	insertion_element_IS91
853_tnpA_JOQC01000036.1	tnpA	transposase
903_tnpA_JN106169.1	tnpA	transposase
243_Col3M_1__JX514065	Col3M	plasmid
1617_tnpA_AOCI01000152.1	tnpA	transposase
1734_IS91_AQCS01000075.1	IS91	insertion_element_IS91
1991_tnpA_AFQD01000081.1	tnpA	transposase
1108_tnpA_JFEV01000096.1	tnpA	transposase
395_tnpA_JMNL01000234.1	tnpA	transposase
244_Col156_1__NC_009781	Col156	plasmid
1139_tnpA_FJ796871.1	tnpA	transposase
1598_IS91_CP005973.1	IS91	insertion_element_IS91
2425_tnpA2_AB238971.1	tnpA2	transposase
2532_tnpA_AF028594.1	tnpA	transposase
254_Col(YC)_1__NC_002144	Col(YC)	plasmid
2565_tnpA_JOQO01000082.1	tnpA	transposase
747_IS91_HE970764.1	IS91	insertion_element_IS91
877_tnpA_CBWX010000001.1	tnpA	transposase
908_IS91_LRKF01000083.1	IS91	insertion_element_IS91
151_IncB/O/K/Z_3_GQ259888	IncB/O/K/Z	plasmid
387_tnpA_JEXN01000001.1	tnpA	transposase
852_IS91_LRLB01000074.1	IS91	insertion_element_IS91
150_IncB/O/K/Z_1__CU928147	IncB/O/K/Z	plasmid
1537_IS91_LGTC01000001.1	IS91	insertion_element_IS91
1909_IS91_LGMW01000166.1	IS91	insertion_element_IS91
2360_tnpA_HE858529.1	tnpA	transposase
539_tnpA_AMUO01000285.1	tnpA	transposase
603_IS91_MIIV01000083.1	IS91	insertion_element_IS91
883_IS91_LGMY01000267.1	IS91	insertion_element_IS91
953_tnpA_CAGQ01000078.1	tnpA	transposase
153_IncB/O/K/Z_4_FN868832	IncB/O/K/Z	plasmid
165_IncFII(K)_1__CP000648	IncFII(K)	plasmid
1886_IS91_CP005188.1	IS91	insertion_element_IS91
1955_IS91_CXDJ01000301.1	IS91	insertion_element_IS91
2132_IS91_JPMZ01000061.1	IS91	insertion_element_IS91
2164_IS91_ABKX01000001.1	IS91	insertion_element_IS91
2353_tnpA_6_CP014358.1	tnpA	transposase
2721_IS91_CXDK01000097.1	IS91	insertion_element_IS91
700_IS91_JNMU01000145.1	IS91	insertion_element_IS91
837_IS91_APXX01000181.1	IS91	insertion_element_IS91
859_IS91_CWWT01000209.1	IS91	insertion_element_IS91
2265_tnpA_JEXJ01000286.1	tnpA	transposase
149_IncI1_1_Alpha_AP005147	IncI1	plasmid
1732_IS91_LRLY01000166.1	IS91	insertion_element_IS91
2023_tnpA_CP008760.1	tnpA	transposase
2263_tniB_CCES01000002.1	tniB	tniB
2738_tnpA_KU743384.1	tnpA	transposase
1171_IS91_MSJY01000168.1	IS91	insertion_element_IS91
1285_tnpA_EU402605.1	tnpA	transposase
1482_tnpA1_CAHS01000014.1	tnpA1	transposase
2044_tnpA_CIOV01000001.1	tnpA	transposase
2100_tnpA_CP000857.1	tnpA	transposase
893_IS91_CP003837.1	IS91	insertion_element_IS91
2714_tnpA_JEWB01000253.1	tnpA	transposase
262_Col(MGD2)_1__NC_003789	Col(MGD2)	plasmid
2782_tnpA_JMNZ01000214.1	tnpA	transposase
1048_tnpA_CGIA01000008.1	tnpA	transposase
1430_tnpA_LN890520.1	tnpA	transposase
1863_tnpA_CP009794.1	tnpA	transposase
1967_tnpA_AFCH01000014.1	tnpA	transposase
2201_tnpA_KC292503.1	tnpA	transposase
2358_tnpA_LN868943.1	tnpA	transposase
588_IS91_AAMJ02000093.1	IS91	insertion_element_IS91
695_IS91_CP002616.1	IS91	insertion_element_IS91
985_IS91_AGRD01000034.1	IS91	insertion_element_IS91
1956_tnpA_AJ582645.1	tnpA	transposase
242_ColRNAI_1__DQ298019	ColRNAI	plasmid
2800_tniA_ALDS01000249.1	tniA	tniA
1231_tnpA_ACFM01000014.1	tnpA	transposase
2348_tnpA_JNMN01000048.1	tnpA	transposase
1005_IS91_CP000891.1	IS91	insertion_element_IS91
1435_tnpA_AGOH01000001.1	tnpA	transposase
2598_IS91_CU928162.2	IS91	insertion_element_IS91
616_tnpA_AGOO01000004.1	tnpA	transposase
654_tnpA_AGNY01000003.1	tnpA	transposase
1286_tnpA1_AIHH01000057.1	tnpA1	transposase
2335_tnpA_AGQK01000001.1	tnpA	transposase
340_tnpA_AGON01000005.1	tnpA	transposase
1574_tnpA_JORH01000069.1	tnpA	transposase
1605_IS91_CP001384.1	IS91	insertion_element_IS91
1795_tnpA_AM231748.2	tnpA	transposase
2793_tnpA_JNPC01000004.1	tnpA	transposase
1651_IS91_AKKM01000045.1	IS91	insertion_element_IS91
1693_IS91_CP001383.1	IS91	insertion_element_IS91
2286_tnpA_JNPT01000023.1	tnpA	transposase
2527_tnpA_AH002795.3	tnpA	transposase
2631_IS91_AQBF01000076.1	IS91	insertion_element_IS91
1826_tnpA_JNRU01000074.1	tnpA	transposase
1198_IS91_CP000891.1	IS91	insertion_element_IS91
1222_tnpA_CP007448.1	tnpA	transposase
1363_tnpA_EU402605.1	tnpA	transposase
2303_delta-tnpA_HF545435.1	delta-tnpA	transposase
2749_tnpA_JEWH01000133.1	tnpA	transposase
1572_qacEdelta_AB759690.1	qacEdelta	qacEdelta
882_tnpA_LJXB01000063.1	tnpA	transposase
963_tnpA_KM877517.1	tnpA	transposase
2739_tnpA_APYH01000091.1	tnpA	transposase
381_tnpA_AODZ01000132.1	tnpA	transposase
1673_tnpA_JEYC01000208.1	tnpA	transposase
1699_tnpA_L10909.1	tnpA	transposase
